text,category
Surat keputusan resmi SLMT'No SIM CARD anda telah T/pilih pemenang Ke-2 dri PT-M-TRONIK Pin anda:(2f54e7) U/info klik: www.cekhadiahmtronik2016.ga,uncategorized
Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu,uncategorized
Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,uncategorized
"Sy Ajeng mendapat sms dari PT. 3Care Indonesia uang tunai Rp. 100 juta di website www.pttricare2016.blogspot.com tetapi dimintai membayar Administrasi Rp. 1,250 juta...sy juga di telpon pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI bahkan dalam websitenya dicantumkan KTP Marketing Office PT. 3 Care Indonesia",uncategorized
"Sy Dr. Hj FATIMA sdh cocok mengenai Rumah dan Tanah Bpk/Ibu, tlg jgn ditawarkan lg ke yg lain. Soal Hrg negosiasi ke suami sy di [PHONE] Dr. H. HENDRA IRAWAN",uncategorized
"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E[ACCT])Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.[PHONE].Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",uncategorized
"Sy RUDI di jambi, bgi tman2 yg sering kalah Togel saatnya kalahkan bandar hub mbah ROS [PHONE] di jamin tembus, sy sdh buktikan 4D 50jt.",uncategorized
"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila Bsedia,sms di [PHONE]",uncategorized
Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:[ACCT].BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,uncategorized
Terima kasih telah melakukan pengisian di counter kami WAR PUL CELL. Info: kami Melayani pembayaran tagihan PLN,uncategorized
Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA ([ACCT]) U/Info Klik Website www.undianbri.co.vu,uncategorized
"TOGEL SGP EDISI SENIN 10/06/2013 ANGKA JITU 40,76,65,53,89 di jamin tbs,stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no; [PHONE] KI KARSO",uncategorized
"Toko bagus phone promo diskon 50% blackberry:Dakota Rp.2,8jt torchRp 2jt Gemini 900rb info/sms/pin 282F4C55 [PHONE] WWW.TOKOBAGUSPHONE.COM",uncategorized
"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : [PHONE] PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",uncategorized
"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com",uncategorized
"TOKO JEMBER Promo Discon 50% Keyboard Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS : [PHONE] PIN BB 295C6D02 www.jember-shop.blogspot.com",uncategorized
"TOKO NIAGA-CELL Disc 45% Khusus PROMO :- Blackberry- NOKIA- SAMSUNG- IPHONE dll, Info Hub/sms ke : [PHONE] Buka Website Kami : www.niaga-cell.blogspot.com",uncategorized
TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: [PHONE] PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,uncategorized
"Tolong belikan dulu mama pulsa 25rb di no AS baru mama [PHONE] soalnya teman mama kecelakaan, skrg kluarganya hrus dihubungi, nti mama ganti uangnya,penting",uncategorized
"tolong uangnya di kirim ke rekening ini aja,BRI, A/N: HASAN MAHMUD. REK: [ACCT]. Sms aja klau sudah di kirim,makasih.",uncategorized
"Tolong uangnya di transfer aja kesini MANDIRI a/n RAHMAD ADRIAN No rek: [ACCT] sms aja kalo sdh dikirim, trims",uncategorized
"Tolong uangnya di transfer saja ke Bank ----- An Ardiansyah [ACCT], kalau sudah ditransfer sms saja, terima kasih",uncategorized
"Tolong uangnya Di transfer sekarang aja ke bank BNI: [ACCT]. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",uncategorized
"Tolong uangnya dikirim aja kesini BANK DANAMON a/n Farida hanum No rek. [ACCT]- 4014 SMS aja klo udah dikirim, Trims",uncategorized
"Tolong uangnya ditransfer saja ke Bank xxx A/n. xxx 0231327XXX, kalau sudah ditransfer SMS saja, terima kasih",uncategorized
"TOP100 CELLULER Discound 25% BB DACOTA RP. 3,9 jt, BB ONYX3 Rp 3 jt, BB GEMINI Rp 1 jt, Laptop\KAMERA, iphone ; dll, info kunjungi www.top100-celluler.com pin ; BB, 2A95596A",uncategorized
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : [PHONE] atau websete di : www.lion-airtravel.com.",uncategorized
"Transfer ke Bank xxx saja a/n xxx No rek 7390685xxx, kalau sudah ditransfer SMS ke no ini ya!",uncategorized
"Transfer ke BNI aja, a/n SORAYA HARUM rek;[ACCT] klo sdh kbrin di nmr ini ya!",uncategorized
"Transfer ke Mandiri aja, a/n Resti Amanda norek [ACCT]",uncategorized
Transfer saja uangnya ke rek ini.mandiri.NO Rek: [ACCT].a/n:DARMAN. klau sdah di Transfer SMS saja ke nmor ini Trima kasih,uncategorized
Transfernya ke BRI aja A/n ANGGA PRASTIA No Rek [ACCT],uncategorized
"Trima ksh telah mjd pelanggan kami ""CNF AQUA"" gnkan no [PHONE] untuk pemesanan air isi ulang dan AGUA ASLI n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h(nb:tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh).GRATIS ANTAR",uncategorized
TSELpoin 777 kejutan POIN Hadiah Rp.15jt Resmi diberikan 0852212XXXXX PIN-b7Bc247 u/info Hub/CS; PT.TELKOMSEL [ACCT] Pengirim; +777,uncategorized
Uangnya di Trnsfer di BNI ini aja a/n RASTINA NO.REK.[ACCT].Klo sdh d Trnsfer Sms aja di no ini [PHONE] Trmks.,uncategorized
"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI No.Rekening [ACCT]",uncategorized
Uangnya dikirim saja ke Rek. BANK BNI A/n. : Sdr ABDUL RAHMAN No. Rek. : 024-8721- 191 SMS saja kalau sudah dikirim. terima kasih,uncategorized
"WASSALAMU ALAIKUM WR WB UANGNYA DIKIRIM SAJA KE NO REK INI BRI A/N NOVA ARYAxxx [ACCT] xxx KALAU SDH TRANSFER SMS AJA DI NO INI TRMH KASIH"" No. HP Pengirim SMS: [PHONE]",uncategorized
"Ya Allah, semoga yg mempunyai hp ini & keluarganya selalu dalam Kasih Sayang Mu, diberkahi rejekinya & dijauhkan dari mara bahaya"", jawab Amin jika Anda berkenan",uncategorized
"Yank tlong isi'in aku pulsa 10rb, di no ini,[PHONE] nanti aq yg tlpn yacc!",uncategorized
Yank Tolong isi'in pulsa di no ini.[PHONE] ini no baruq.skrng penting,uncategorized
"Yank, isikan dl pulsa di no as ini [PHONE] nanti gw gantiin.Penting bget nih krn barusan bos gw nelpon gw tgguin yach…",uncategorized
Yth Bpk/Ibu. BNI menyatakan Rekening anda terpilih sebagai pemenang hadiah Rp. 35jt. kode cek anda [ACCT] info klik www.bankbni2016.blogspot.com,uncategorized
Yth Isti Sofiyah. Diminta Segera Hubungi Bpk Drs.H .Lalu Safi' i M.Pd. Kadisdik NTB.[PHONE] Perihal Seminar Gratis Dari DIKTI. (Bu Sri TU.Diknas),uncategorized
YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com,uncategorized
"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx",uncategorized
"Yuk Ikuti akun dakwah, caranya: ketik IKUT [spasi] AkuCintaIslam kirim ke [PHONE].",uncategorized
[JNE] Paket anda tertahan di gudang karena data alamat kurang lengkap. Segera lengkapi di jne-cekpaket.info dlm 24 jam atau paket dikembalikan,uncategorized
"[J&T Express] Pengiriman Anda tertunda, alamat tidak lengkap. Perbarui data penerima: jnt-update.info sebelum paket dikembalikan ke pengirim",uncategorized
SiCepat: Paket Anda gagal dikirim krn alamat kurang jelas. Konfirmasi ulang data di sicepat-konfirmasi.xyz dalam 1x24 jam,uncategorized
BEA CUKAI: Paket kiriman luar negeri atas nama Anda ditahan. Bayar biaya pajak Rp285.000 ke rek BRI 0392xxxx agar paket dilepas. Hub 0812xxxx,uncategorized
[POS INDONESIA] Kiriman Anda tertahan di kantor pos. Lengkapi verifikasi penerima: posindo-cek.info atau paket dimusnahkan dlm 48 jam,uncategorized
"Shopee Express: Paket #IDX882 gagal terkirim, alamat tdk valid. Update alamat Anda skrg di shopee-antar.info agar dikirim ulang",uncategorized
Anteraja: Kurir gagal menemukan alamat Anda. Segera perbarui titik lokasi di anteraja-lokasi.xyz agar paket tidak dikembalikan,uncategorized
"JNE: Selamat paket Anda siap dikirim, namun ada kekurangan ongkir Rp15.000. Bayar via link jne-ongkir.info agar segera diproses",uncategorized
PERHATIAN: Paket Anda tertahan bea cukai bandara. Denda Rp450.000 wajib dibayar hari ini ke 0857xxxx (Dana/OVO) atau paket disita,uncategorized
Tiki: Pengiriman Anda pending. Data penerima tdk sesuai. Verifikasi identitas di tiki-verifikasi.info dgn KTP & no rekening,uncategorized
J&T: Paket a/n Anda gagal 3x pengiriman. Klik lonk berikut utk atur ulang jadwal & bayar biaya simpan gudang Rp25rb: jnt-gudang.xyz,uncategorized
"[JNE] Nomor resi Anda bermasalah. Untuk melacak & melepas paket, masukkan data pribadi & PIN ATM Anda di jne-resi.info",uncategorized
Grab Express: Paket Anda ditahan krn saldo ongkir kurang. Top up Rp20.000 melalui grabexp-topup.info agar kurir melanjutkan pengiriman,uncategorized
Wahana: Kiriman Anda tertahan sistem. Lengkapi form penerima & bayar pajak barang Rp99.000 di wahana-form.xyz sebelum jam 18.00,uncategorized
"Lazada: Paket COD Anda gagal, alamat tidak ditemukan. Konfirmasi ulang alamat & bayar ongkir di lazada-cod.info skrg juga",uncategorized
ID Express: Paket Anda akan dikembalikan besok. Segera lengkapi data & biaya redelivery Rp30.000 di idexp-kirim.info,uncategorized
"Selamat! No.HP anda terdaftar sbg pemenang UNDIAN BRI POIN Tahap 2 2026, Hadiah Rp [ACCT] & 1 unit motor. Cek kode anda di https://bri-undian-poin.xyz atau hub CS 0812xxxxxxx",fake_prize_lottery
[JNE] Paket anda tertahan di gudang karena data alamat kurang lengkap. Segera lengkapi di jne-cekpaket.info dlm 24 jam atau paket dikembalikan.,fake_courier
"Selamat siang Bpk/Ibu, saya dari pihak OJK Pusat menghubungi terkait rekening Bapak yang terindikasi masalah pencucian uang. Mohon segera hubungi nomor ini agar rekening tidak diblokir: 0813xxxxxxx",impersonate_official
"Ma, ini nomor baru Budi, HP lama kecemplung got. Ma tolong transfer ke rekening ini dulu ya buat bayar RS, Budi kecelakaan gak bisa telpon. BCA [ACCT] a.n. Budi",fake_family_emergency
Kami dari Yayasan Peduli Bencana menghubungi terkait korban gempa Cianjur. Bapak/Ibu bisa membantu dgn menyalurkan donasi ke rek [ACCT] a.n Yayasan Amanah Sejahtera,fake_charity
"Selamat pagi Ibu, perkenalkan saya dari luar negeri, senang bisa kenal Ibu. Semoga kita bisa jadi teman dekat",romance_scam
